Data;Cidade;Localidade;Tipo de Ação;Pauta;Tratativa;Origem;Área Temática;MicroCategoria;Público Alvo;Status;"Data do Atendimento
(se atendida)"
30/04/2024;Brumadinho;Grajaú;Atendimento individual presencial ;Visita realizada ao Instituto Casa de Davi -ICD, a pedido da psicóloga A.P., com o intuito de fortalecer  o relacionamento, conhecer a nova sede administrativa e orientar os representantes da instituição sobre as possibilidades e fluxos para pleito de recursos incentivados. ​;Visita realizada ao Instituto Casa de Davi -ICD, a pedido da psicóloga A.P., com o intuito de fortalecer  o relacionamento, conhecer a nova sede administrativa e orientar os representantes da instituição sobre as possibilidades e fluxos para pleito de recursos incentivados. ​;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;30/04/2024
03/05/2024;Brumadinho;Grajaú;Atendimento individual virtual ou por telefone ;Contato realizado pelo representante da instituição social Casa de Davi, no qual registra os agradecimentos pela realização da visita da equipe de RCs à instituição, além de solicitar os contatos dos RCs que atendem à comunidade de Córrego do Feijão para estreitamento de interfaces e mediação para possível desenvolvimento de futuro projeto na comunidade.;Contato realizado pelo representante da instituição social Casa de Davi, no qual registra os agradecimentos pela realização da visita da equipe de RCs à instituição, além de solicitar os contatos dos RCs quem atendem à comunidade de Córrego do Feijão para estreitamento de interfaces e mediação para possível desenvolvimento de futuro projeto na comunidade, sendo feita proposta de realização de ações na comunidade.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Respondida;03/05/2024
07/05/2024;Brumadinho;Cohab;Atendimento individual virtual ou por telefone ;Senhora A. P. realiza contato solicitando orientações sobre o fluxo de contração da empresa Vale e das terceiras em Brumadinho. Orientação realizada durante o contato;Senhora A. P. realiza contato solicitando orientações sobre o fluxo de contratação da empresa Vale e das terceiras em Brumadinho. Orientação realizada durante o contato;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Respondida;07/05/2024
18/05/2024;Brumadinho;Progresso;Reunião comunidade presencial ;Acompanhamento das festividades de Santa Isabel, importante grupo cultural de Brumadinho, conforme convite do presidente da Guarda do Congado.;Acompanhamento das festividades de Santa Isabel, importante grupo cultural de Brumadinho, conforme convite do presidente da Guarda do Congado.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;18 e 19/05/24
18/05/2024;Brumadinho;Progresso;Reunião comunidade presencial ;Acompanhamento das festividades de Santa Isabel, importante grupo cultural de Brumadinho, conforme convite do presidente da Guarda do Congado.;Acompanhamento das festividades de Santa Isabel, importante grupo cultural de Brumadinho, conforme convite do presidente da Guarda do Congado.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;18 e 19/05/24
18/05/2024;Betim;Colônia Santa Izabel;Reunião comunidade presencial ;Diálogo Social ;Diálogo social com a comunidade referente aos projetos da lei de incentivo a cultura e esporte. Reunião solicitada pela comunidade para maiores esclarecimentos da metodologia desenvolvida pela empresa a fim de cadastrar os seus projetos via lei de incentivo.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;18/05/2024
22/05/2024;São Joaquim De Bicas;Nazaré;Reunião comunidade presencial ;Início do Projeto  Afrilundu e Cafuné, custeado pela Gerência de Território da Bacia do Paraopeba.;Participamos do aual inaugural do Projeto  Afrilundu e Cafuné, custeado pela Gerência de Território da Bacia do Paraopeba.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;22/05/2024
19/06/2024;São Gonçalo Do Abaeté;Sede;Reunião comunidade presencial ;Participação na festa junina do Lar de Idosos do município.;No Lar de idosos do município residem  32 idosos. A instituição recebeu aporte incentivado via Fundo Municipal do Idoso.;Demanda de Órgão Público;Relacionamento / Social;Outros;Lideranças;Respondida;19/06/2024
28/06/2024;Três Marias;Sede;Reunião comunidade presencial ;Participação no II Baile de Idosos do município organizado pelo Conselho Municipal dos direitos da Pessoa Idosa e pela Secretaria Municipal de Assistência e Promoção Social.;A realização do evento contou com recursos incentivados aportados através da Fundação Vale em dezembro de 2023.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Respondida;28/06/2024
01/07/2024;Brumadinho;Progresso;Atendimento individual virtual ou por telefone ;Interface realizada com a senhora M.S.A.D, para feedback sobre visita realizada em 29/06 no Memorial Vale pelos integrantes da Associação do bairro a qual representa.;Interface realizada com a senhora M.S.A.D, para feedback sobre visita realizada em 29/06 no Memorial Vale pelos integrantes da Associação do bairro a qual representa.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;
03/07/2024;Brumadinho;Grajaú;Atendimento individual virtual ou por telefone ;Interface com representante da Casa de Davi para orientação acerca do envio de ofício para solicitação de brindes para serem distribuídos às crianças da entidade.;Interface com representante da Casa de Davi para orientação acerca do envio de ofício para solicitação de brindes para serem distribuídos às crianças da entidade. Envio de ofício, conforme orientações prestadas pela equipe Vale.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;
03/07/2024;Brumadinho;Progresso;Atendimento individual virtual ou por telefone ;Interface com representante da Apae para orientação acerca do envio de ofício para solicitação de brindes para serem distribuídos às crianças da entidade.;Interface com representante da Apae para orientação acerca do envio de ofício para solicitação de brindes para serem distribuídos às crianças da entidade. Envio de ofício, conforme orientações prestadas pela equipe Vale.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;
04/07/2024;Brumadinho;Progresso;Atendimento individual virtual ou por telefone ;Interface com liderança do grupo de Congado de Santa Izabel, para programação de reunião conjunta com equipe de Patrimônio da Vale e encaminhamento de ofício de solicitação de manutenção do telhado da igreja Rosa Mística.;Interface com liderança do grupo de Congado de Santa Izabel, para programação de reunião conjunta com equipe de Patrimônio da Vale e encaminhamento de ofício de solicitação de manutenção do telhado da igreja Rosa Mística. Reunião realizada conforme programação prévia;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;
04/07/2024;Brumadinho;Progresso;Atendimento individual virtual ou por telefone ;Interface com representante da associação comunitária do Bairro Progresso para orientação acerca do envio de ofício para solicitação de brindes para serem distribuídos às crianças da comunidade.;Interface com representante da associação comunitária do Bairro Progresso para orientação acerca do envio de ofício para solicitação de brindes para serem distribuídos às crianças da comunidade. Envio de ofício, conforme orientações prestadas pela equipe Vale.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;
08/07/2024;Brumadinho;Planalto;Atendimento individual virtual ou por telefone ;Interface com Sr. M.D.J para atendimento a demanda de reunião juntamente com a enfermeira A.L, que faz parte da equipe de gestão da AMPARE - ASSOCIACAO PARA INCLUSAO DE MULHERES E PESSOAS COM DEFICIENCIA, para uma nova apresentação e orientação sobre possibilidades e fluxos para pleito de recursos incentivados, principalmente no que diz respeito a Lei de Incentivo Pronon e Pronas.;Interface com Sr. M.D.J para atendimento a demanda de reunião juntamente com a enfermeira A.L, que faz parte da equipe de gestão da AMPARE - ASSOCIACAO PARA INCLUSAO DE MULHERES E PESSOAS COM DEFICIENCIA, para uma nova apresentação e orientação sobre possibilidades e fluxos para pleito de recursos incentivados, principalmente no que diz respeito a Lei de Incentivo Pronon e Pronas.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;
08/07/2024;Brumadinho;Planalto;Reunião comunidade virtual ;Reunião com liderança e representante da associação Ampare para apresentação de formas de captação de recurso através de lei de incentivo, especificamente relacionado às Leis do PRONON/PRONAS;Reunião com liderança e representante da associação Ampare para apresentação de formas de captação de recurso através de lei de incentivo, especificamente relacionado às Leis do PRONON/PRONAS;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;
12/07/2024;Brumadinho;Planalto;Atendimento individual virtual ou por telefone ;Interface com Sr. M.D.J, gestão da AMPARE - ASSOCIACAO PARA INCLUSAO DE MULHERES E PESSOAS COM DEFICIENCIA, para feedback sobre sua indicação de participação do senhor G.F.N. (PCD), artesão de peças de artesanatos produzidas com pneus na feira ´´Esse Trem é Bom D+´´, organizada pela empresa Vale, realizada no dia 11/07/2024.;Interface com Sr. M.D.J, gestão da AMPARE - ASSOCIACAO PARA INCLUSAO DE MULHERES E PESSOAS COM DEFICIENCIA, para feedback sobre sua indicação de participação do senhor G.F.N. (PCD), artesão de peças de artesanatos produzidas com pneus na feira ´´Esse Trem é Bom D+´´, organizada pela empresa Vale, realizada no dia 11/07/2024.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;
16/07/2024;Brumadinho;Centro;Atendimento individual virtual ou por telefone ;Contato realizado pela liderança comunitária e da AJFC junto à equipe de RCs para verificar se procede a realização de abordagem para pesquisa de opinião em via pública de Brumdinho por alguma contratada da Vale, em Brumadinho.;Contato realizado pela liderança comunitária e da AJFC junto à equipe de RCs para verificar se procede a realização de abordagem para pesquisa de opinião em via pública de Brumadinho por alguma contratada da Vale, em Brumadinho. Verificado não estar havendo nenhuma campanha de abordagem nos moldes relatados pela stakeholder.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Respondida;
30/07/2024;Brumadinho;Progresso;Atendimento individual virtual ou por telefone ;Interfaces realizadas com a senhora M.S.A.D, para atendimento a demanda da participação de crianças que são atendidas pela Associação de Bairro ao qual representa no Festival de Pipas e Sorvetes realizado pela Vale e Estação do Conhecimento no dia 30/07/2024.;Interfaces realizadas com a senhora M.S.A.D, para atendimento a demanda da participação de crianças que são atendidas pela Associação de Bairro ao qual representa no Festival de Pipas e Sorvetes realizado pela Vale e Estação do Conhecimento no dia 30/07/2024.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;
02/09/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;Solicitado pelos moradores ações de engajamento com a comunidade. Cultura e Lazer. ;Em mais uma sessão do Circuito Vale de Cinema realizado desta vez na comunidade de Tejuco. Contamos com a participação de 84 pessoas que puderam rir e se alegrar com a divertida exibição dos curtas-metragens, se apaixonando pela historinha do cachorro bolinha, ou seria panela? Nossos convidados ficaram empolgados com a amizade das crianças apaixonados por duas rodas 🚲. Conseguimos entregar a comunidade do Tejuco cultura e lazer de qualidade, em uma noite regada a pipoca e muitos sorrisos.  As crianças também se divertiram com o jogo Dominó da Mineração, e a exposição no Furgão “ O futuro está em nossas mãos “.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;
